Time,Temperature,Humidity,Lux
11:24,21.2,26,143

11:24,21.2,26,143

11:24,21.3,26,141

11:24,21.3,26,137

11:24,21.3,26,135

11:24,21.3,26,133

11:24,21.3,26,134

11:24,21.3,26,133

11:24,21.3,26,133

11:24,21.3,26,132

